Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
19-08-2023,Sandals,Paragon,9,30,2399.77,40%,959.91,28797.3,43195.8,12%,287.97,8639.1,Dealer_7,110,Mumbai
19-08-2023,Sneakers,Adidas,10,34,8046.51,15%,1206.98,41037.32,232544.02,12%,965.58,32829.72,Dealer_5,66,Haryana
19-08-2023,Sneakers,Paragon,8,17,593.55,40%,237.42,4036.14,6054.21,12%,71.23,1210.91,Dealer_7,68,Mumbai
19-08-2023,Sandals,Metro,8,48,3525.18,30%,1057.55,50762.4,118446.24,12%,423.02,20304.96,Dealer_1,94,Delhi
19-08-2023,Sandals,Nike,10,38,7531.55,15%,1129.73,42929.74,243269.16,12%,903.79,34344.02,Dealer_6,196,Pune
20-08-2023,Boots,Adidas,8,41,5500.12,15%,825.02,33825.82,191679.1,12%,660.01,27060.41,Dealer_3,107,Mumbai
20-08-2023,Boots,Paragon,7,37,2534.59,40%,1013.84,37512.08,56267.75,12%,304.15,11253.55,Dealer_2,72,Delhi
20-08-2023,Flats,Nike,10,16,5442.48,15%,816.37,13061.92,74017.76,12%,653.1,10449.6,Dealer_2,51,Delhi
20-08-2023,Sandals,Metro,8,46,3186.32,30%,955.9,43971.4,102599.32,12%,382.36,17588.56,Dealer_1,137,Delhi
20-08-2023,Sneakers,Paragon,10,43,1740.44,40%,696.18,29935.74,44903.18,12%,208.85,8980.55,Dealer_2,196,Delhi
20-08-2023,Heels,Liberty,9,32,1391.21,40%,556.48,17807.36,26711.36,12%,166.95,5342.4,Dealer_6,85,Pune
20-08-2023,Flats,Nike,8,37,10505.65,15%,1575.85,58306.45,330402.6,12%,1260.68,46645.16,Dealer_1,195,Delhi
20-08-2023,Sneakers,Adidas,9,29,2807.3,15%,421.1,12211.9,69199.8,12%,336.88,9769.52,Dealer_4,109,Haryana
20-08-2023,Sneakers,Paragon,9,31,556.36,40%,222.54,6898.74,10348.42,12%,66.76,2069.56,Dealer_3,114,Mumbai
20-08-2023,Sandals,Paragon,8,14,2681.11,40%,1072.44,15014.16,22521.38,12%,321.73,4504.22,Dealer_2,123,Delhi
20-08-2023,Sneakers,Paragon,9,25,2632.99,40%,1053.2,26330,39494.75,12%,315.96,7899,Dealer_6,178,Pune
20-08-2023,Sandals,Bata,9,13,3183.77,30%,955.13,12416.69,28972.32,12%,382.05,4966.65,Dealer_2,199,Delhi
20-08-2023,Sandals,Sketchers,10,11,1645.24,25%,411.31,4524.41,13573.23,12%,197.43,2171.73,Dealer_5,116,Haryana
20-08-2023,Boots,Bata,11,13,1557.15,30%,467.15,6072.95,14170,12%,186.86,2429.18,Dealer_6,134,Pune
21-08-2023,Boots,Liberty,6,46,2760.81,40%,1104.32,50798.72,76198.54,12%,331.3,15239.8,Dealer_7,59,Mumbai
21-08-2023,Sandals,Nike,8,48,11871.47,15%,1780.72,85474.56,484356,12%,1424.58,68379.84,Dealer_1,191,Delhi
21-08-2023,Sandals,Adidas,8,12,2832.49,15%,424.87,5098.44,28891.44,12%,339.9,4078.8,Dealer_4,179,Haryana
21-08-2023,Boots,Paragon,8,37,1693.98,40%,677.59,25070.83,37606.43,12%,203.28,7521.36,Dealer_2,55,Delhi
22-08-2023,Sneakers,Metro,7,44,3432.56,30%,1029.77,45309.88,105722.76,12%,411.91,18124.04,Dealer_3,54,Mumbai
22-08-2023,Flats,Liberty,6,34,2414.2,40%,965.68,32833.12,49249.68,12%,289.7,9849.8,Dealer_7,82,Mumbai
22-08-2023,Sandals,Paragon,8,45,844.43,40%,337.77,15199.65,22799.7,12%,101.33,4559.85,Dealer_4,80,Haryana
22-08-2023,Flats,Bata,8,22,2372.5,30%,711.75,15658.5,36536.5,12%,284.7,6263.4,Dealer_1,110,Delhi
22-08-2023,Boots,Nike,9,10,5725.51,15%,858.83,8588.3,48666.8,12%,687.06,6870.6,Dealer_7,187,Mumbai
22-08-2023,Flats,Nike,6,25,12751.46,15%,1912.72,47818,270968.5,12%,1530.18,38254.5,Dealer_1,64,Delhi
22-08-2023,Sneakers,Bata,7,28,1174.88,30%,352.46,9868.88,23027.76,12%,140.99,3947.72,Dealer_3,112,Mumbai
23-08-2023,Sneakers,Paragon,8,40,2143.96,40%,857.58,34303.2,51455.2,12%,257.28,10291.2,Dealer_6,69,Pune
23-08-2023,Sneakers,Sketchers,9,23,3727.18,25%,931.8,21431.4,64293.74,12%,447.26,10286.98,Dealer_7,141,Mumbai
23-08-2023,Heels,Puma,8,29,6677.85,20%,1335.57,38731.53,154926.12,12%,801.34,23238.86,Dealer_7,191,Mumbai
23-08-2023,Sandals,Paragon,7,43,2732.45,40%,1092.98,46998.14,70497.21,12%,327.89,14099.27,Dealer_3,188,Mumbai
23-08-2023,Flats,Nike,6,32,13805.1,15%,2070.77,66264.64,375498.56,12%,1656.61,53011.52,Dealer_7,174,Mumbai
23-08-2023,Sandals,Nike,7,18,13097.1,15%,1964.57,35362.26,200385.54,12%,1571.65,28289.7,Dealer_6,109,Pune
24-08-2023,Flats,Paragon,7,17,1430.97,40%,572.39,9730.63,14595.86,12%,171.72,2919.24,Dealer_2,59,Delhi
24-08-2023,Boots,Paragon,8,39,2882.61,40%,1153.04,44968.56,67453.23,12%,345.91,13490.49,Dealer_1,177,Delhi
24-08-2023,Heels,Nike,8,27,10058.88,15%,1508.83,40738.41,230851.35,12%,1207.07,32590.89,Dealer_3,71,Mumbai
24-08-2023,Sneakers,Sketchers,9,34,3729.11,25%,932.28,31697.52,95092.22,12%,447.49,15214.66,Dealer_3,148,Mumbai
24-08-2023,Sandals,Nike,7,23,7551.92,15%,1132.79,26054.17,147639.99,12%,906.23,20843.29,Dealer_6,160,Pune
24-08-2023,Flats,Nike,10,29,3375.67,15%,506.35,14684.15,83210.28,12%,405.08,11747.32,Dealer_7,139,Mumbai
25-08-2023,Flats,Metro,8,26,4240.97,30%,1272.29,33079.54,77185.68,12%,508.92,13231.92,Dealer_6,105,Pune
25-08-2023,Flats,Nike,8,49,8208.91,15%,1231.34,60335.66,341900.93,12%,985.07,48268.43,Dealer_5,64,Haryana
25-08-2023,Flats,Nike,9,34,14429.68,15%,2164.45,73591.3,417017.82,12%,1731.56,58873.04,Dealer_6,123,Pune
25-08-2023,Heels,Paragon,8,37,1931.51,40%,772.6,28586.2,42879.67,12%,231.78,8575.86,Dealer_6,182,Pune
25-08-2023,Sandals,Adidas,8,39,7965.07,15%,1194.76,46595.64,264042.09,12%,955.81,37276.59,Dealer_2,83,Delhi
25-08-2023,Sneakers,Sketchers,10,27,1884.92,25%,471.23,12723.21,38169.63,12%,226.19,6107.13,Dealer_2,188,Delhi
25-08-2023,Sandals,Bata,9,35,1154.42,30%,346.33,12121.55,28283.15,12%,138.53,4848.55,Dealer_2,142,Delhi
25-08-2023,Sandals,Paragon,8,48,530.85,40%,212.34,10192.32,15288.48,12%,63.7,3057.6,Dealer_3,195,Mumbai
26-08-2023,Sandals,Sketchers,7,38,3582.26,25%,895.57,34031.66,102094.22,12%,429.87,16335.06,Dealer_4,52,Haryana
26-08-2023,Sandals,Nike,8,40,10652.92,15%,1597.94,63917.6,362199.2,12%,1278.35,51134,Dealer_6,105,Pune
26-08-2023,Sandals,Nike,9,15,6317.35,15%,947.6,14214,80546.25,12%,758.08,11371.2,Dealer_6,191,Pune
26-08-2023,Sandals,Nike,8,21,6096.08,15%,914.41,19202.61,108815.07,12%,731.53,15362.13,Dealer_2,116,Delhi
26-08-2023,Heels,Liberty,7,24,2075.85,40%,830.34,19928.16,29892.24,12%,249.1,5978.4,Dealer_2,62,Delhi
26-08-2023,Boots,Nike,10,12,5211.07,15%,781.66,9379.92,53152.92,12%,625.33,7503.96,Dealer_6,162,Pune
26-08-2023,Flats,Bata,6,45,3869.43,30%,1160.83,52237.35,121887,12%,464.33,20894.85,Dealer_1,116,Delhi
26-08-2023,Sandals,Nike,10,32,9485.3,15%,1422.8,45529.6,258000,12%,1138.24,36423.68,Dealer_1,110,Delhi
26-08-2023,Sandals,Nike,6,42,8325.75,15%,1248.86,52452.12,297229.38,12%,999.09,41961.78,Dealer_6,11,Pune
26-08-2023,Boots,Adidas,8,46,4970.87,15%,745.63,34298.98,194361.04,12%,596.5,27439,Dealer_6,156,Pune
26-08-2023,Sneakers,Paragon,8,28,857.7,40%,343.08,9606.24,14409.36,12%,102.92,2881.76,Dealer_3,142,Mumbai
26-08-2023,Sandals,Bata,10,33,2882.74,30%,864.82,28539.06,66591.36,12%,345.93,11415.69,Dealer_3,57,Mumbai
27-08-2023,Sandals,Nike,8,19,13942.47,15%,2091.37,39736.03,225170.9,12%,1673.1,31788.9,Dealer_1,77,Delhi
27-08-2023,Flats,Adidas,8,42,7726.14,15%,1158.92,48674.64,275823.24,12%,927.14,38939.88,Dealer_7,180,Mumbai
27-08-2023,Flats,Paragon,10,32,2849.85,40%,1139.94,36478.08,54717.12,12%,341.98,10943.36,Dealer_3,199,Mumbai
27-08-2023,Sneakers,Paragon,10,19,1452.72,40%,581.09,11040.71,16560.97,12%,174.33,3312.27,Dealer_6,70,Pune
27-08-2023,Sneakers,Puma,9,42,6987.97,20%,1397.59,58698.78,234795.96,12%,838.56,35219.52,Dealer_6,190,Pune
27-08-2023,Flats,Bata,9,17,4390.38,30%,1317.11,22390.87,52245.59,12%,526.85,8956.45,Dealer_6,63,Pune
27-08-2023,Flats,Liberty,10,43,1800.84,40%,720.34,30974.62,46461.5,12%,216.1,9292.3,Dealer_3,118,Mumbai
27-08-2023,Boots,Paragon,8,25,1321.71,40%,528.68,13217,19825.75,12%,158.61,3965.25,Dealer_7,142,Mumbai
27-08-2023,Boots,Bata,8,17,3772.29,30%,1131.69,19238.73,44890.2,12%,452.67,7695.39,Dealer_4,154,Haryana
27-08-2023,Sandals,Nike,8,45,9067.72,15%,1360.16,61207.2,346840.2,12%,1088.13,48965.85,Dealer_3,173,Mumbai
27-08-2023,Flats,Puma,8,36,2763.7,20%,552.74,19898.64,79594.56,12%,331.64,11939.04,Dealer_2,187,Delhi
27-08-2023,Boots,Metro,8,47,3663.61,30%,1099.08,51656.76,120532.91,12%,439.63,20662.61,Dealer_6,116,Pune
28-08-2023,Sandals,Bata,7,15,2634.01,30%,790.2,11853,27657.15,12%,316.08,4741.2,Dealer_6,87,Pune
28-08-2023,Flats,Liberty,10,22,2749.68,40%,1099.87,24197.14,36295.82,12%,329.96,7259.12,Dealer_4,53,Haryana
28-08-2023,Sneakers,Nike,8,26,12186.11,15%,1827.92,47525.92,269312.94,12%,1462.33,38020.58,Dealer_7,170,Mumbai
28-08-2023,Flats,Nike,7,12,13006.3,15%,1950.94,23411.28,132664.32,12%,1560.76,18729.12,Dealer_1,92,Delhi
28-08-2023,Sneakers,Adidas,9,43,9348.98,15%,1402.35,60301.05,341705.09,12%,1121.88,48240.84,Dealer_5,140,Haryana
28-08-2023,Sneakers,Bata,10,45,1965.74,30%,589.72,26537.4,61920.9,12%,235.89,10615.05,Dealer_3,80,Mumbai
29-08-2023,Heels,Bata,9,48,3466.52,30%,1039.96,49918.08,116474.88,12%,415.98,19967.04,Dealer_7,61,Mumbai
29-08-2023,Sneakers,Paragon,8,38,2776.69,40%,1110.68,42205.84,63308.38,12%,333.2,12661.6,Dealer_6,165,Pune
29-08-2023,Flats,Bata,8,40,3800.45,30%,1140.14,45605.6,106412.4,12%,456.05,18242,Dealer_7,96,Mumbai
29-08-2023,Flats,Metro,9,42,1335.16,30%,400.55,16823.1,39253.62,12%,160.22,6729.24,Dealer_1,144,Delhi
29-08-2023,Flats,Paragon,8,34,1301.09,40%,520.44,17694.96,26542.1,12%,156.13,5308.42,Dealer_2,180,Delhi
29-08-2023,Flats,Paragon,8,16,1080.66,40%,432.26,6916.16,10374.4,12%,129.68,2074.88,Dealer_4,137,Haryana
29-08-2023,Sneakers,Paragon,9,43,1949.57,40%,779.83,33532.69,50298.82,12%,233.95,10059.85,Dealer_5,123,Haryana
29-08-2023,Sandals,Bata,8,21,4814.05,30%,1444.22,30328.62,70766.43,12%,577.69,12131.49,Dealer_1,103,Delhi
30-08-2023,Flats,Sketchers,9,49,2914.65,25%,728.66,35704.34,107113.51,12%,349.76,17138.24,Dealer_3,122,Mumbai
30-08-2023,Sneakers,Nike,8,27,8839.63,15%,1325.94,35800.38,202869.63,12%,1060.76,28640.52,Dealer_2,93,Delhi
30-08-2023,Sandals,Sketchers,9,16,5660.32,25%,1415.08,22641.28,67923.84,12%,679.24,10867.84,Dealer_6,121,Pune
30-08-2023,Sneakers,Nike,7,45,13065.48,15%,1959.82,88191.9,499754.7,12%,1567.86,70553.7,Dealer_7,93,Mumbai
30-08-2023,Sneakers,Paragon,6,44,1844.79,40%,737.92,32468.48,48702.28,12%,221.37,9740.28,Dealer_2,51,Delhi
30-08-2023,Sandals,Nike,8,23,6382.05,15%,957.31,22018.13,124769.02,12%,765.85,17614.55,Dealer_6,159,Pune
30-08-2023,Flats,Bata,9,18,4324.15,30%,1297.24,23350.32,54484.38,12%,518.9,9340.2,Dealer_3,78,Mumbai
31-08-2023,Sandals,Bata,9,26,1347.46,30%,404.24,10510.24,24523.72,12%,161.7,4204.2,Dealer_2,121,Delhi
31-08-2023,Flats,Paragon,7,32,2509.1,40%,1003.64,32116.48,48174.72,12%,301.09,9634.88,Dealer_7,106,Mumbai
31-08-2023,Flats,Nike,8,20,9084.72,15%,1362.71,27254.2,154440.2,12%,1090.17,21803.4,Dealer_2,166,Delhi
31-08-2023,Flats,Paragon,9,14,2267.02,40%,906.81,12695.34,19042.94,12%,272.04,3808.56,Dealer_3,59,Mumbai
01-09-2023,Sneakers,Paragon,9,30,976,40%,390.4,11712,17568,12%,117.12,3513.6,Dealer_6,59,Pune
01-09-2023,Flats,Paragon,6,25,842.19,40%,336.88,8422,12632.75,12%,101.06,2526.5,Dealer_3,106,Mumbai
01-09-2023,Flats,Adidas,8,40,3211.46,15%,481.72,19268.8,109189.6,12%,385.38,15415.2,Dealer_2,177,Delhi
01-09-2023,Sandals,Adidas,7,50,9006.91,15%,1351.04,67552,382793.5,12%,1080.83,54041.5,Dealer_6,104,Pune
01-09-2023,Sneakers,Bata,6,41,3230.95,30%,969.29,39740.89,92728.06,12%,387.71,15896.11,Dealer_2,95,Delhi
01-09-2023,Sneakers,Bata,10,26,3453.51,30%,1036.05,26937.3,62853.96,12%,414.42,10774.92,Dealer_6,199,Pune
01-09-2023,Boots,Paragon,8,40,1826.15,40%,730.46,29218.4,43827.6,12%,219.14,8765.6,Dealer_2,126,Delhi
01-09-2023,Heels,Puma,8,41,4196.22,20%,839.24,34408.84,137636.18,12%,503.55,20645.55,Dealer_6,150,Pune
01-09-2023,Flats,Bata,9,40,2181.67,30%,654.5,26180,61086.8,12%,261.8,10472,Dealer_2,78,Delhi
02-09-2023,Sandals,Bata,8,25,3649.67,30%,1094.9,27372.5,63869.25,12%,437.96,10949,Dealer_2,95,Delhi
02-09-2023,Sandals,Bata,10,17,2390.31,30%,717.09,12190.53,28444.74,12%,286.84,4876.28,Dealer_3,82,Mumbai
02-09-2023,Flats,Liberty,9,48,1530.01,40%,612,29376,44064.48,12%,183.6,8812.8,Dealer_2,57,Delhi
02-09-2023,Sandals,Sketchers,9,23,5504.15,25%,1376.04,31648.92,94946.53,12%,660.5,15191.5,Dealer_5,65,Haryana
02-09-2023,Flats,Metro,8,26,3699.96,30%,1109.99,28859.74,67339.22,12%,444,11544,Dealer_5,150,Haryana
02-09-2023,Flats,Bata,8,35,2042.8,30%,612.84,21449.4,50048.6,12%,245.14,8579.9,Dealer_1,118,Delhi
02-09-2023,Sandals,Paragon,7,31,2090.67,40%,836.27,25924.37,38886.4,12%,250.88,7777.28,Dealer_1,128,Delhi
02-09-2023,Sandals,Bata,7,46,4502.49,30%,1350.75,62134.5,144980.04,12%,540.3,24853.8,Dealer_6,102,Pune
02-09-2023,Flats,Paragon,7,49,2026.88,40%,810.75,39726.75,59590.37,12%,243.23,11918.27,Dealer_2,188,Delhi
02-09-2023,Sneakers,Paragon,6,34,725.63,40%,290.25,9868.5,14802.92,12%,87.08,2960.72,Dealer_7,135,Mumbai
02-09-2023,Sandals,Metro,11,45,1253.86,30%,376.16,16927.2,39496.5,12%,150.46,6770.7,Dealer_1,182,Delhi
03-09-2023,Sandals,Paragon,7,20,2595.37,40%,1038.15,20763,31144.4,12%,311.44,6228.8,Dealer_3,108,Mumbai
03-09-2023,Sandals,Adidas,8,31,5307.16,15%,796.07,24678.17,139843.79,12%,636.86,19742.66,Dealer_6,113,Pune
03-09-2023,Sneakers,Nike,6,43,4230.25,15%,634.54,27285.22,154615.53,12%,507.63,21828.09,Dealer_3,174,Mumbai
03-09-2023,Sneakers,Adidas,8,29,2193.95,15%,329.09,9543.61,54080.94,12%,263.27,7634.83,Dealer_6,113,Pune
03-09-2023,Sneakers,Sketchers,10,17,5158.48,25%,1289.62,21923.54,65770.62,12%,619.02,10523.34,Dealer_3,152,Mumbai
03-09-2023,Sneakers,Paragon,8,15,691.32,40%,276.53,4147.95,6221.85,12%,82.96,1244.4,Dealer_6,156,Pune
03-09-2023,Sneakers,Nike,10,44,10258.46,15%,1538.77,67705.88,383666.36,12%,1231.02,54164.88,Dealer_2,74,Delhi
03-09-2023,Flats,Paragon,8,22,2578.68,40%,1031.47,22692.34,34038.62,12%,309.44,6807.68,Dealer_3,132,Mumbai
03-09-2023,Sandals,Woodland,10,11,3812.92,20%,762.58,8388.38,33553.74,12%,457.55,5033.05,Dealer_4,101,Haryana
03-09-2023,Sneakers,Sketchers,10,46,3621.3,25%,905.32,41644.72,124935.08,12%,434.56,19989.76,Dealer_3,159,Mumbai
03-09-2023,Sneakers,Puma,8,45,3032.07,20%,606.41,27288.45,109154.7,12%,363.85,16373.25,Dealer_3,186,Mumbai
03-09-2023,Flats,Puma,8,11,6962.35,20%,1392.47,15317.17,61268.68,12%,835.48,9190.28,Dealer_7,150,Mumbai
04-09-2023,Flats,Paragon,10,16,1630.68,40%,652.27,10436.32,15654.56,12%,195.68,3130.88,Dealer_6,56,Pune
04-09-2023,Sandals,Metro,7,38,2479.29,30%,743.79,28264.02,65949,12%,297.51,11305.38,Dealer_6,77,Pune
04-09-2023,Flats,Reebok,8,19,6858.08,20%,1371.62,26060.78,104242.74,12%,822.97,15636.43,Dealer_1,74,Delhi
04-09-2023,Flats,Adidas,7,41,6747.28,15%,1012.09,41495.69,235142.79,12%,809.67,33196.47,Dealer_1,86,Delhi
04-09-2023,Sandals,Paragon,9,43,2307.58,40%,923.03,39690.29,59535.65,12%,276.91,11907.13,Dealer_6,109,Pune
04-09-2023,Sneakers,Metro,9,26,2647.43,30%,794.23,20649.98,48183.2,12%,317.69,8259.94,Dealer_7,136,Mumbai
05-09-2023,Sneakers,Bata,10,46,3394.92,30%,1018.48,46850.08,109316.24,12%,407.39,18739.94,Dealer_1,118,Delhi
05-09-2023,Flats,Adidas,11,45,8357.57,15%,1253.64,56413.8,319676.85,12%,1002.91,45130.95,Dealer_6,177,Pune
05-09-2023,Sandals,Paragon,7,30,1653.43,40%,661.37,19841.1,29761.8,12%,198.41,5952.3,Dealer_4,181,Haryana
05-09-2023,Flats,Paragon,10,15,2803.08,40%,1121.23,16818.45,25227.75,12%,336.37,5045.55,Dealer_5,69,Haryana
05-09-2023,Sandals,Adidas,11,10,3296.74,15%,494.51,4945.1,28022.3,12%,395.61,3956.1,Dealer_7,81,Mumbai
05-09-2023,Sneakers,Adidas,8,17,2312.5,15%,346.88,5896.96,33415.54,12%,277.5,4717.5,Dealer_5,176,Haryana
05-09-2023,Sneakers,Paragon,9,41,849.66,40%,339.86,13934.26,20901.8,12%,101.96,4180.36,Dealer_6,157,Pune
06-09-2023,Sneakers,Reebok,7,37,7974.47,20%,1594.89,59010.93,236044.46,12%,956.94,35406.78,Dealer_7,119,Mumbai
06-09-2023,Flats,Bata,9,33,3255.24,30%,976.57,32226.81,75196.11,12%,390.63,12890.79,Dealer_2,86,Delhi
06-09-2023,Sandals,Woodland,10,23,6816.88,20%,1363.38,31357.74,125430.5,12%,818.03,18814.69,Dealer_7,145,Mumbai
06-09-2023,Flats,Paragon,8,40,1657.2,40%,662.88,26515.2,39772.8,12%,198.86,7954.4,Dealer_3,84,Mumbai
06-09-2023,Sneakers,Woodland,10,40,2058.93,20%,411.79,16471.6,65885.6,12%,247.07,9882.8,Dealer_5,95,Haryana
06-09-2023,Sneakers,Liberty,6,10,1279.6,40%,511.84,5118.4,7677.6,12%,153.55,1535.5,Dealer_2,101,Delhi
06-09-2023,Flats,Nike,9,39,6972.42,15%,1045.86,40788.54,231135.84,12%,836.69,32630.91,Dealer_1,169,Delhi
07-09-2023,Sneakers,Nike,8,50,9709.87,15%,1456.48,72824,412669.5,12%,1165.18,58259,Dealer_2,138,Delhi
07-09-2023,Flats,Nike,7,27,6410.25,15%,961.54,25961.58,147115.17,12%,769.23,20769.21,Dealer_5,199,Haryana
07-09-2023,Flats,Reebok,8,49,6601.93,20%,1320.39,64699.11,258795.46,12%,792.23,38819.27,Dealer_2,193,Delhi
07-09-2023,Flats,Paragon,10,22,693.69,40%,277.48,6104.56,9156.62,12%,83.24,1831.28,Dealer_2,76,Delhi
07-09-2023,Flats,Adidas,8,21,4103.5,15%,615.53,12926.13,73247.37,12%,492.42,10340.82,Dealer_2,82,Delhi
07-09-2023,Flats,Woodland,9,34,3980.96,20%,796.19,27070.46,108282.18,12%,477.72,16242.48,Dealer_7,120,Mumbai
07-09-2023,Flats,Paragon,9,40,1023.27,40%,409.31,16372.4,24558.4,12%,122.79,4911.6,Dealer_1,109,Delhi
07-09-2023,Boots,Nike,9,19,4720,15%,708,13452,76228,12%,566.4,10761.6,Dealer_4,50,Haryana
08-09-2023,Sneakers,Nike,7,42,12686.81,15%,1903.02,79926.84,452919.18,12%,1522.42,63941.64,Dealer_5,170,Haryana
08-09-2023,Sandals,Reebok,9,17,3444.64,20%,688.93,11711.81,46847.07,12%,413.36,7027.12,Dealer_3,146,Mumbai
08-09-2023,Flats,Bata,10,40,2419.97,30%,725.99,29039.6,67759.2,12%,290.4,11616,Dealer_6,131,Pune
08-09-2023,Flats,Nike,9,23,14464.32,15%,2169.65,49901.95,282777.41,12%,1735.72,39921.56,Dealer_6,121,Pune
08-09-2023,Flats,Adidas,8,45,5533.17,15%,829.98,37349.1,211643.55,12%,663.98,29879.1,Dealer_7,114,Mumbai
08-09-2023,Flats,Nike,9,37,10825.11,15%,1623.77,60079.49,340449.58,12%,1299.01,48063.37,Dealer_2,56,Delhi
08-09-2023,Heels,Bata,8,32,3913.97,30%,1174.19,37574.08,87672.96,12%,469.68,15029.76,Dealer_2,193,Delhi
08-09-2023,Boots,Bata,8,21,4732.77,30%,1419.83,29816.43,69571.74,12%,567.93,11926.53,Dealer_1,100,Delhi
08-09-2023,Sandals,Bata,9,22,1022.46,30%,306.74,6748.28,15745.84,12%,122.7,2699.4,Dealer_3,134,Mumbai
09-09-2023,Sandals,Sketchers,9,10,4230.48,25%,1057.62,10576.2,31728.6,12%,507.66,5076.6,Dealer_1,120,Delhi
09-09-2023,Flats,Liberty,8,12,2989.34,40%,1195.74,14348.88,21523.2,12%,358.72,4304.64,Dealer_7,114,Mumbai
09-09-2023,Sandals,Paragon,6,46,2558.31,40%,1023.32,47072.72,70609.54,12%,307,14122,Dealer_7,170,Mumbai
09-09-2023,Flats,Paragon,8,41,934.43,40%,373.77,15324.57,22987.06,12%,112.13,4597.33,Dealer_7,189,Mumbai
09-09-2023,Flats,Nike,6,33,3346.04,15%,501.91,16563.03,93856.29,12%,401.52,13250.16,Dealer_7,89,Mumbai
09-09-2023,Flats,Paragon,7,18,707.06,40%,282.82,5090.76,7636.32,12%,84.85,1527.3,Dealer_2,64,Delhi
09-09-2023,Sandals,Paragon,10,13,1285.59,40%,514.24,6685.12,10027.55,12%,154.27,2005.51,Dealer_6,121,Pune
09-09-2023,Heels,Adidas,10,49,7899.63,15%,1184.94,58062.06,329019.81,12%,947.96,46450.04,Dealer_3,131,Mumbai
09-09-2023,Flats,Adidas,9,33,6130.72,15%,919.61,30347.13,171966.63,12%,735.69,24277.77,Dealer_6,153,Pune
09-09-2023,Sandals,Paragon,10,13,662.39,40%,264.96,3444.48,5166.59,12%,79.49,1033.37,Dealer_7,178,Mumbai
10-09-2023,Flats,Sketchers,6,21,3495.29,25%,873.82,18350.22,55050.87,12%,419.43,8808.03,Dealer_2,100,Delhi
10-09-2023,Flats,Woodland,8,21,5811.8,20%,1162.36,24409.56,97638.24,12%,697.42,14645.82,Dealer_1,129,Delhi
10-09-2023,Sandals,Paragon,8,17,1353.63,40%,541.45,9204.65,13807.06,12%,162.44,2761.48,Dealer_6,72,Pune
10-09-2023,Flats,Bata,6,17,4672.04,30%,1401.61,23827.37,55597.31,12%,560.64,9530.88,Dealer_2,72,Delhi
10-09-2023,Sneakers,Bata,9,50,4863.06,30%,1458.92,72946,170207,12%,583.57,29178.5,Dealer_7,93,Mumbai
10-09-2023,Flats,Nike,7,50,7494.35,15%,1124.15,56207.5,318510,12%,899.32,44966,Dealer_1,113,Delhi
10-09-2023,Sandals,Paragon,10,22,2368.52,40%,947.41,20843.02,31264.42,12%,284.22,6252.84,Dealer_7,83,Mumbai
10-09-2023,Sandals,Nike,8,28,5136.05,15%,770.41,21571.48,122237.92,12%,616.33,17257.24,Dealer_2,194,Delhi
10-09-2023,Sandals,Bata,7,22,2091.2,30%,627.36,13801.92,32204.48,12%,250.94,5520.68,Dealer_2,95,Delhi
10-09-2023,Sandals,Sketchers,10,38,2690.45,25%,672.61,25559.18,76677.92,12%,322.85,12268.3,Dealer_4,140,Haryana
10-09-2023,Flats,Bata,8,43,2798.69,30%,839.61,36103.23,84240.44,12%,335.84,14441.12,Dealer_6,93,Pune
10-09-2023,Sneakers,Paragon,8,19,1844.87,40%,737.95,14021.05,21031.48,12%,221.38,4206.22,Dealer_2,161,Delhi
11-09-2023,Flats,Paragon,8,23,1355.45,40%,542.18,12470.14,18705.21,12%,162.65,3740.95,Dealer_6,191,Pune
11-09-2023,Heels,Paragon,8,15,1783.18,40%,713.27,10699.05,16048.65,12%,213.98,3209.7,Dealer_2,116,Delhi
11-09-2023,Boots,Bata,8,12,4687.68,30%,1406.3,16875.6,39376.56,12%,562.52,6750.24,Dealer_6,97,Pune
11-09-2023,Sandals,Adidas,8,47,4583.93,15%,687.59,32316.73,183127.98,12%,550.07,25853.29,Dealer_6,146,Pune
11-09-2023,Flats,Paragon,6,30,2253.22,40%,901.29,27038.7,40557.9,12%,270.39,8111.7,Dealer_6,141,Pune
11-09-2023,Heels,Nike,7,36,8705.95,15%,1305.89,47012.04,266402.16,12%,1044.71,37609.56,Dealer_3,75,Mumbai
12-09-2023,Sandals,Reebok,7,39,5280.67,20%,1056.13,41189.07,164757.06,12%,633.68,24713.52,Dealer_7,55,Mumbai
12-09-2023,Sandals,Paragon,8,47,1939.91,40%,775.96,36470.12,54705.65,12%,232.79,10941.13,Dealer_5,152,Haryana
12-09-2023,Sandals,Puma,8,33,4805.18,20%,961.04,31714.32,126856.62,12%,576.62,19028.46,Dealer_4,152,Haryana
12-09-2023,Sandals,Nike,7,42,4294.26,15%,644.14,27053.88,153305.04,12%,515.31,21643.02,Dealer_5,118,Haryana
12-09-2023,Flats,Bata,9,11,1656.1,30%,496.83,5465.13,12751.97,12%,198.73,2186.03,Dealer_2,126,Delhi
12-09-2023,Flats,Paragon,9,22,2878.73,40%,1151.49,25332.78,37999.28,12%,345.45,7599.9,Dealer_6,85,Pune
